================ Training Loss (Wed May  8 16:32:39 2019) ================
(epoch: 1, iters: 3200, time: 0.010, data: 2.874) G_GAN: 0.896 G_L1: 15.996 D_real: 0.733 D_fake: 0.718 
(epoch: 1, iters: 6400, time: 0.010, data: 0.008) G_GAN: 0.983 G_L1: 15.768 D_real: 0.492 D_fake: 0.601 
(epoch: 1, iters: 9600, time: 0.010, data: 0.010) G_GAN: 1.350 G_L1: 15.032 D_real: 0.498 D_fake: 0.452 
(epoch: 2, iters: 2688, time: 0.010, data: 0.008) G_GAN: 1.193 G_L1: 14.556 D_real: 0.441 D_fake: 0.658 
(epoch: 2, iters: 5888, time: 0.010, data: 0.008) G_GAN: 1.588 G_L1: 15.322 D_real: 0.497 D_fake: 0.423 
(epoch: 2, iters: 9088, time: 0.010, data: 0.009) G_GAN: 1.229 G_L1: 15.549 D_real: 0.582 D_fake: 0.380 
(epoch: 3, iters: 2176, time: 0.010, data: 0.008) G_GAN: 1.691 G_L1: 15.524 D_real: 0.337 D_fake: 0.524 
(epoch: 3, iters: 5376, time: 0.010, data: 0.010) G_GAN: 1.916 G_L1: 15.363 D_real: 0.362 D_fake: 0.518 
(epoch: 3, iters: 8576, time: 0.010, data: 0.008) G_GAN: 2.121 G_L1: 14.981 D_real: 0.407 D_fake: 0.314 
(epoch: 4, iters: 1664, time: 0.010, data: 0.008) G_GAN: 2.459 G_L1: 16.066 D_real: 0.242 D_fake: 0.419 
(epoch: 4, iters: 4864, time: 0.010, data: 0.008) G_GAN: 1.076 G_L1: 15.374 D_real: 0.480 D_fake: 0.219 
(epoch: 4, iters: 8064, time: 0.010, data: 0.009) G_GAN: 1.701 G_L1: 15.993 D_real: 0.409 D_fake: 0.408 
(epoch: 5, iters: 1152, time: 0.010, data: 0.009) G_GAN: 1.767 G_L1: 16.296 D_real: 0.428 D_fake: 0.432 
(epoch: 5, iters: 4352, time: 0.010, data: 0.013) G_GAN: 2.021 G_L1: 15.825 D_real: 0.322 D_fake: 0.247 
(epoch: 5, iters: 7552, time: 0.010, data: 0.008) G_GAN: 1.616 G_L1: 15.037 D_real: 0.355 D_fake: 0.957 
(epoch: 6, iters: 640, time: 0.010, data: 0.008) G_GAN: 0.995 G_L1: 16.588 D_real: 1.079 D_fake: 0.087 
(epoch: 6, iters: 3840, time: 0.010, data: 0.007) G_GAN: 1.477 G_L1: 15.925 D_real: 0.464 D_fake: 0.232 
(epoch: 6, iters: 7040, time: 0.010, data: 0.008) G_GAN: 1.512 G_L1: 16.122 D_real: 0.325 D_fake: 0.621 
(epoch: 7, iters: 128, time: 0.008, data: 0.026) G_GAN: 1.580 G_L1: 16.584 D_real: 0.298 D_fake: 0.890 
(epoch: 7, iters: 3328, time: 0.010, data: 0.023) G_GAN: 1.919 G_L1: 16.342 D_real: 0.242 D_fake: 0.570 
(epoch: 7, iters: 6528, time: 0.010, data: 0.007) G_GAN: 0.766 G_L1: 15.728 D_real: 0.920 D_fake: 0.257 
(epoch: 7, iters: 9728, time: 0.010, data: 0.009) G_GAN: 0.442 G_L1: 15.326 D_real: 1.051 D_fake: 0.308 
(epoch: 8, iters: 2816, time: 0.010, data: 0.008) G_GAN: 0.795 G_L1: 16.182 D_real: 0.696 D_fake: 0.409 
(epoch: 8, iters: 6016, time: 0.010, data: 0.008) G_GAN: 0.915 G_L1: 14.075 D_real: 0.797 D_fake: 0.533 
(epoch: 8, iters: 9216, time: 0.010, data: 0.009) G_GAN: 1.861 G_L1: 15.244 D_real: 0.116 D_fake: 0.725 
(epoch: 9, iters: 2304, time: 0.010, data: 0.009) G_GAN: 1.979 G_L1: 15.540 D_real: 0.333 D_fake: 0.230 
(epoch: 9, iters: 5504, time: 0.010, data: 0.011) G_GAN: 1.081 G_L1: 15.319 D_real: 0.784 D_fake: 0.235 
(epoch: 9, iters: 8704, time: 0.010, data: 0.009) G_GAN: 1.662 G_L1: 15.903 D_real: 0.248 D_fake: 0.596 
(epoch: 10, iters: 1792, time: 0.010, data: 0.008) G_GAN: 0.722 G_L1: 15.339 D_real: 0.395 D_fake: 0.528 
