561.0	1.7960001
43.0	2.5040002
473.0	2.24
262.0	0.84800005
332.0	1.7800001
541.0	0.76000005
421.0	2.664
90.0	1.96
273.0	2.0960002
45.0	1.2600001
102.0	0.628
324.0	2.0240002
78.0	0.38000003
415.0	2.7400002
169.0	2.5040002
4.0	2.256
643.0	2.332
292.0	1.172
72.0	0.30800003
38.0	1.3280001
655.0	0.81600004
29.0	1.1400001
680.0	1.1680001
506.0	2.2680001
131.0	1.8840001
581.0	0.88000005
408.0	1.9720001
652.0	1.1320001
402.0	2.6000001
204.0	2.5600002
659.0	2.512
402.0	0.632
624.0	1.12
81.0	2.4840002
666.0	2.5040002
216.0	2.032
454.0	2.288
239.0	2.0640001
26.0	1.8640001
74.0	2.5400002
420.0	0.33600003
385.0	2.032
544.0	1.8840001
388.0	2.028
276.0	2.028
257.0	0.9760001
491.0	1.8040001
332.0	1.128
145.0	2.0040002
431.0	1.0120001
101.0	1.8720001
373.0	2.4480002
99.0	2.512
661.0	2.3360002
232.0	1.0040001
327.0	1.3520001
284.0	0.85200006
346.0	0.82800007
201.0	2.22
302.0	0.84000003
140.0	1.064
558.0	2.2280002
621.0	2.26
293.0	2.2840002
157.0	2.3760002
595.0	1.268
374.0	2.052
363.0	2.4640002
725.0	2.492
365.0	2.8160002
92.0	0.91200006
5.0	2.256
157.0	0.91200006
488.0	2.5960002
168.0	0.9760001
364.0	1.2600001
721.0	1.276
159.0	2.2680001
658.0	2.028
529.0	2.38
629.0	1.5960001
103.0	1.1600001
538.0	1.468
454.0	2.5640001
172.0	0.46800002
412.0	2.5800002
574.0	1.3520001
507.0	0.82800007
628.0	2.5
555.0	2.628
387.0	1.3160001
707.0	2.1200001
265.0	2.068
60.0	2.2480001
153.0	2.012
252.0	0.90400004
173.0	0.92
697.0	2.028
25.0	2.2640002
715.0	1.728
681.0	2.604
316.0	1.4760001
358.0	0.272
50.0	1.748
200.0	2.16
346.0	0.264
467.0	0.23600002
649.0	1.7400001
50.0	0.84000003
572.0	1.6480001
328.0	1.5000001
487.0	1.5960001
192.0	0.22000001
581.0	0.45200002
582.0	0.48800004
50.0	0.34
217.0	1.48
237.0	1.4440001
458.0	0.36400002
645.0	0.52400005
272.0	0.42000002
695.0	1.5120001
512.0	0.264
528.0	2.7440002
548.0	2.7240002
353.0	0.36800003
245.0	0.63600004
256.0	1.5600001
559.0	1.6560001
486.0	0.24000001
143.0	2.1320002
285.0	2.6000001
494.0	2.128
252.0	1.44
322.0	2.4680002
368.0	0.284
600.0	0.36800003
316.0	1.5840001
475.0	0.256
338.0	0.27600002
368.0	0.316
306.0	1.8560001
257.0	1.6120001
274.0	0.256
381.0	0.296
601.0	0.33600003
574.0	0.20400001
120.0	0.3
418.0	0.99200004
58.0	2.664
522.0	1.524
290.0	2.476
691.0	2.7840002
245.0	1.5600001
212.0	0.312
562.0	2.384
285.0	2.5080001
518.0	0.296
278.0	0.36
575.0	0.39200002
230.0	1.312
319.0	1.516
193.0	0.208
489.0	2.14
559.0	0.252
442.0	1.616
244.0	2.5600002
609.0	2.6320002
492.0	2.176
531.0	1.48
225.0	0.29200003
271.0	2.532
507.0	1.628
576.0	0.448
660.0	1.7600001
506.0	1.6560001
316.0	1.536
448.0	1.6320001
61.0	2.6720002
248.0	0.33200002
577.0	0.32000002
680.0	0.9760001
604.0	0.30800003
649.0	0.88000005
83.0	1.5120001
686.0	1.016
657.0	0.36
688.0	0.99600005
600.0	2.6360002
552.0	0.52400005
484.0	1.616
697.0	0.75200003
282.0	2.5200002
332.0	1.488
185.0	2.2120001
667.0	0.252
588.0	0.40800002
519.0	2.776
233.0	0.34800002
184.0	2.1920002
